persist	持続する、固執する	The pain persisted for several weeks after the injury.	負傷後、痛みは数週間続いた。	persist in|persist with	per-(通して)+ sist(立つ。resist, assist)。ずっと立ち続けること。物事にも人の態度にも使う。
persistent	粘り強い、しつこい	Persistent rain delayed the start of the match.	降り続く雨が試合の開始を遅らせた。	persistent problems|a persistent cough	persist の形容詞。やめずに続く、が核。人なら粘り強い、症状ならなかなか治らない。
personnel	人員、人事部	The company cut personnel costs by a fifth.	その会社は人件費を5分の1削減した。	personnel costs|military personnel	フランス語由来で、personal と綴りも意味も紛らわしい。組織で働く人々の集合を指し、複数扱い。
petition	請願、嘆願書	More than ten thousand people signed the petition.	1万人以上がその請願書に署名した。	sign a petition|a petition against	ラテン語 petere(求める。appetite, compete)。公に願い出ること、またその文書。
philosopher	哲学者	The philosopher argued that language shapes thought.	その哲学者は言語が思考を形づくると論じた。	a Greek philosopher|a moral philosopher	ギリシャ語 philos(愛する)+ sophia(知)。知を愛する人、が語源そのまま。
philosophical	哲学的な、達観した	He was philosophical about losing the contract.	彼は契約を失ったことについて達観していた。	a philosophical question|philosophical about	philosophy の形容詞。学問としての意味のほか、悪い結果を冷静に受け入れる態度も表す。
physician	内科医、医師	Her physician advised a complete rest for two weeks.	彼女の主治医は2週間の完全な休養を勧めた。	a family physician|consult a physician	ギリシャ語 physis(自然)。自然の理から体を診る人、が原義。外科医 surgeon と対で使う硬い語。
pioneer	先駆者、切り開く	She pioneered the use of computers in language teaching.	彼女は語学教育でのコンピューター利用を切り開いた。	a pioneer in|pioneer a method	フランス語 pionnier(工兵)。軍の前を進んで道を作る兵が原義。新しい分野を最初に開く人。
pipeline	パイプライン、進行中の計画	Several new products are already in the pipeline.	いくつかの新製品がすでに準備段階に入っている。	in the pipeline|an oil pipeline	pipe + line。管でつないだ輸送路が原義で、in the pipeline なら「準備中」。
pirate	海賊、著作権侵害者	Pirates once controlled the trade routes along this coast.	かつて海賊がこの海岸沿いの交易路を支配していた。	a pirate ship|software piracy	ギリシャ語 peira(試みる、襲う)。船を襲う者が原義で、今は無断複製する者も指す。
pit	穴、くぼみ	Workers dug a deep pit for the foundations.	作業員は基礎のために深い穴を掘った。	a gravel pit|the pit of one's stomach	古英語 pytt(穴)。地面のくぼみが核。炭鉱にも、競技場のピットにも使う。
plea	嘆願、申し立て	Her plea for more time was refused.	もっと時間をという彼女の願いは断られた。	a plea for help|enter a plea	plead の名詞。ラテン語 placere(気に入る。please)。心を動かそうと差し出す言葉。法廷では答弁。
plead	嘆願する、申し立てる	He pleaded with the committee to reconsider.	彼は委員会に再考するよう懇願した。	plead with|plead guilty	plea の動詞。相手の心を動かそうと必死に頼むこと。法廷では有罪か無罪かを表明すること。
pledge	誓約、約束する	The government pledged to build ten thousand homes.	政府は1万戸の住宅を建設すると約束した。	pledge support|make a pledge	ラテン語 plebium(保証)。担保を差し出すほど固い約束、が核。promise より公式で重い。
plug	差し込む、栓	Plug the cable into the socket on the left.	ケーブルを左側の差込口に差し込んでください。	plug in|pull the plug	オランダ語 plugge(栓)。穴をふさぐものが核。電源のプラグも、宣伝を差し込む意味も同じ発想。
plunge	突っ込む、急落する	Share prices plunged after the announcement.	発表の後、株価は急落した。	plunge into|a sharp plunge	ラテン語 plumbum(鉛)。鉛のおもりのように一気に落ちること。数値の急落にもよく使う。
pole	棒、極	A tall pole marks the corner of the field.	高い棒がその畑の角を示している。	a telegraph pole|the North Pole	ラテン語 palus(杭)と polus(軸)の二系統が同じ綴りになった語。細長い棒と、地球の南北の極。
poll	世論調査、投票	A recent poll suggests opinion is evenly divided.	最近の世論調査は意見が二分していることを示している。	an opinion poll|go to the polls	中英語 polle(頭)。頭数を数えることが原義で、そこから投票と世論調査へ。
pond	池	Ducks gather on the pond behind the school.	学校の裏の池にカモが集まる。	a garden pond|a duck pond	pound(囲い)の変形。囲って水をためた場所が核。lake より小さく、人が作ったものも多い。
portfolio	作品集、資産構成	She brought a portfolio of her recent designs.	彼女は最近の設計をまとめた作品集を持参した。	an investment portfolio|a design portfolio	イタリア語 portare(運ぶ)+ foglio(紙)。紙を運ぶ入れ物が原義。作品集にも保有資産の組み合わせにも使う。
portray	描く、演じる	The film portrays the town as it was in the 1930s.	その映画は1930年代当時のその町を描いている。	portray as|accurately portray	por-(前へ)+ tray(引く。trace, portrait)。線を引いて姿を写し取ること。
post-war	戦後の	Post-war housing was built quickly and cheaply.	戦後の住宅は速く安く建てられた。	the post-war period|post-war reconstruction	post(後)+ war。特に第二次世界大戦後を指すことが多い。pre-war と対で覚える。
postpone	延期する	The concert was postponed until the following month.	その演奏会は翌月まで延期された。	postpone a meeting|be postponed until	post(後に)+ pone(置く。position, component)。予定を後ろに置き直すこと。
practitioner	開業者、実践者	The clinic employs three general practitioners.	その診療所は3人の一般開業医を雇っている。	a general practitioner|a legal practitioner	practice + -er。理論ではなく実務を行う人。医療と法律の分野でよく使う。
preach	説教する、説く	The book preaches patience above every other virtue.	その本は何よりも忍耐を説いている。	preach to|preach about	ラテン語 praedicare(公に告げる)。pre-(前で)+ dic(言う)。人前で教えを述べること。
precedent	前例、先例	The ruling sets an important precedent for future cases.	その判決は今後の事件に重要な先例を残す。	set a precedent|without precedent	pre-(前に)+ ced(行く。proceed)。先に行った例、が語源そのまま。法律と行政で特によく使う。
precision	正確さ、精密さ	The parts are cut with great precision.	その部品は非常に高い精度で切り出されている。	with precision|precision engineering	precise の名詞。pre-(前もって)+ cis(切る。scissors)。あらかじめきっちり切りそろえてある感じ。
predator	捕食者	Wolves are the main predator of deer in this forest.	オオカミはこの森でシカの主な捕食者だ。	a natural predator|a top predator	ラテン語 praeda(獲物)。他の動物を捕らえて食べる側。企業買収の比喩でも使う。
predecessor	前任者、前身	Her predecessor had left the department in good order.	彼女の前任者はその部署を良好な状態で引き継いでいた。	my predecessor|a direct predecessor	pre-(前に)+ decess(去る)。先に去った人、が語源。後任は successor。
predominantly	主に、大部分は	The audience was predominantly made up of students.	聴衆は主に学生で構成されていた。	predominantly male|predominantly rural	pre-(前に)+ domin(支配する)。他を押さえて目立っている、が核。mainly の硬い言い換え。
pregnancy	妊娠	She continued working through most of her pregnancy.	彼女は妊娠期間の大半を通じて働き続けた。	during pregnancy|an unplanned pregnancy	pre-(前に)+ gna(生まれる。genesis)。生まれる前の期間、が語源そのまま。
prejudice	偏見	The training aims to reduce prejudice in hiring.	その研修は採用における偏見を減らすことを目指す。	racial prejudice|prejudice against	pre-(前に)+ judice(判断。judge)。知る前に下してしまった判断、が語源そのまま。
preliminary	予備の、予選の	Preliminary results suggest the treatment is safe.	予備的な結果はその治療が安全であることを示している。	preliminary findings|a preliminary round	pre-(前に)+ limin(敷居。eliminate)。敷居をまたぐ前の段階。本番の前に置かれるもの。
premier	第一の、最高の	The city hosts the country's premier film festival.	その都市は国内最高の映画祭を主催している。	a premier league|the premier event	ラテン語 primus(第一の。prime, primary)。順位が一番であること。名詞では首相を指す。
premise	前提	The argument rests on a shaky premise.	その議論は不確かな前提の上に成り立っている。	a basic premise|on the premise that	pre-(前に)+ mise(置く。mission)。議論の前に置く土台。複数形 premises は建物や敷地という別の意味。
premium	割増金、高級な	Customers pay a premium for next-day delivery.	顧客は翌日配送のために割増料金を払う。	a premium brand|at a premium	ラテン語 praemium(褒賞)。上乗せされる分が核。保険料にも、高級品を指す形容詞にも使う。
prescribe	処方する、規定する	The doctor prescribed a short course of antibiotics.	医師は抗生物質の短期の投与を処方した。	prescribe medicine|prescribe rules	pre-(前に)+ scribe(書く。describe)。あらかじめ書いて指示すること。薬にも規則にも使う。
prescription	処方箋、規定	You need a prescription for this medicine.	この薬には処方箋が必要だ。	a repeat prescription|on prescription	prescribe の名詞。医師が前もって書いた指示書。比喩で「解決の処方箋」にも使う。
presently	まもなく、現在	The manager will be with you presently.	責任者がまもなく参ります。	presently available|will presently	present(その場にある)+ -ly。英国では「まもなく」、米国では「現在」の意味が優勢で、文脈で判断する。
preservation	保存、保護	The trust works for the preservation of old woodland.	そのトラストは古い森林の保護に取り組んでいる。	the preservation of|food preservation	preserve の名詞。pre-(前もって)+ serve(保つ)。傷まないよう先手を打って守ること。
preside	議長を務める、統括する	A retired judge presided over the inquiry.	退任した裁判官がその調査の議長を務めた。	preside over|preside at	pre-(前に)+ sid(座る。session, president)。前の席に座って場を仕切ること。president の元になる語。
presidency	大統領職、在任期間	Major reforms began during her second presidency.	主要な改革は彼女の2期目の大統領任期中に始まった。	during his presidency|run for the presidency	president + -cy(職)。地位そのものと、その職にあった期間の両方を指す。
presidential	大統領の	The presidential election takes place every four years.	大統領選挙は4年ごとに行われる。	a presidential candidate|a presidential election	president の形容詞。大統領の職や、それに関わる選挙・演説などを修飾する。
prestigious	名声のある、権威ある	He was awarded a prestigious prize for the research.	彼はその研究で権威ある賞を授与された。	a prestigious university|a prestigious award	ラテン語 praestigium(手品)。もとは目をくらませることで、そこから人目を引く名声へ変わった。
presumably	おそらく、たぶん	Presumably the meeting was cancelled because of the storm.	おそらくその会議は嵐のために中止されたのだろう。	presumably because|presumably not	presume の副詞。証拠はないが筋から言ってそうだろう、という推測を示す。
presume	推定する、思い込む	I presume the office is closed on public holidays.	事務所は祝日は閉まっていると思う。	presume that|presume innocent	pre-(前に)+ sume(取る。assume, consume)。確かめる前に取ってしまうこと。法の「推定無罪」もこれ。
prevail	広く行き渡る、勝つ	Common sense finally prevailed in the debate.	その議論では最終的に良識が勝った。	prevail over|prevail upon	pre-(前に)+ vail(強い。value, valid)。より強い方が前に出ること。優勢になる、行き渡るの両方を表す。
prevalence	普及、蔓延	The prevalence of diabetes has risen sharply.	糖尿病の有病率は急激に上昇した。	the prevalence of|high prevalence	prevail の名詞。どれくらい広く行き渡っているかの度合い。医学では有病率を指す。
prevention	予防、防止	Prevention is far cheaper than treatment.	予防は治療よりはるかに安くつく。	crime prevention|the prevention of	prevent の名詞。pre-(前に)+ vent(来る)。悪いことが来る前に立ちふさがること。
prey	獲物、えじき	The owl hunts small prey after dark.	そのフクロウは日が暮れてから小さな獲物を狩る。	fall prey to|easy prey	ラテン語 praeda(奪ったもの)。捕らえられる側が核。fall prey to なら悪い影響の犠牲になること。
privatization	民営化	The privatization of the railways remains controversial.	鉄道の民営化は今なお議論を呼んでいる。	the privatization of|rail privatization	private + -ize + -ation。公のものを私企業の手に移すこと。英つづりは privatisation。
privilege	特権、光栄	Access to the archive is a privilege, not a right.	その資料庫への立ち入りは権利ではなく特権だ。	a special privilege|it is a privilege to	privi(個人の。private)+ leg(法)。特定の人だけに向けられた法、が語源そのまま。
probe	調査する、探る	Investigators probed the cause of the fire for months.	捜査官は何か月も火災の原因を調べた。	probe into|a police probe	ラテン語 probare(試す。prove, probable)。細い器具を差し込んで中を探ることが原義。
problematic	問題のある、厄介な	The wording of the clause is deeply problematic.	その条項の文言は大いに問題がある。	prove problematic|deeply problematic	problem の形容詞。誤りだと断じるのではなく、扱いに困る点を含むと指摘する語。
proceeding	手続き、議事	Legal proceedings began three months after the complaint.	法的手続きは苦情から3か月後に始まった。	legal proceedings|start proceedings	proceed の名詞。pro-(前へ)+ ceed(行く)。順を追って進める公式な手続きを指し、複数形で使うことが多い。
proceeds	収益、売上金	All proceeds from the concert go to the local hospital.	その演奏会の収益はすべて地元の病院に寄付される。	the proceeds of|donate the proceeds	proceed の名詞。売上から出てきた金、が核。常に複数形で、経費を引く前の総額を指すことが多い。
processing	処理、加工	Data processing takes place overnight on a separate server.	データ処理は夜間に別のサーバーで行われる。	data processing|food processing	process の名詞。原料や情報に手順を通すこと。食品加工にも情報処理にも使う。
processor	処理装置、加工業者	The new processor doubles the speed of the machine.	新しい処理装置は機械の速度を2倍にする。	a food processor|a fast processor	process + -or。決まった手順を実行する装置や業者。台所の食品加工機も同じ語。
proclaim	宣言する、公表する	The council proclaimed the area a conservation zone.	議会はその地域を保全区域と宣言した。	proclaim independence|proclaim as	pro-(前へ)+ claim(叫ぶ。exclaim)。人々の前で大きく告げること。announce より重々しい。
productive	生産的な、実りある	We had a short but productive meeting.	私たちは短いが実りある会議を持った。	a productive discussion|highly productive	produce の形容詞。pro-(前へ)+ duc(導く)。成果を前に押し出す働きがあること。
productivity	生産性	New equipment raised productivity by a fifth.	新しい設備は生産性を5分の1高めた。	improve productivity|labour productivity	productive の名詞。投入に対してどれだけ産出できるか。効率 efficiency と並べて使う。
profitable	もうかる、有益な	The shop became profitable in its second year.	その店は2年目に黒字になった。	a profitable business|highly profitable	profit + -able。pro-(前へ)+ fit(なす)。利益を生む力があること。金銭以外の実りにも使う。
profound	深い、重大な	The book had a profound effect on her thinking.	その本は彼女の考え方に深い影響を与えた。	a profound effect|profound changes	pro-(前へ)+ found(底。fundamental)。底まで届いている深さ。deep より抽象的なものに使う。
projection	予測、投影	Current projections show demand doubling by 2040.	現在の予測では2040年までに需要が倍増する。	a sales projection|a projection of	project の名詞。pro-(前へ)+ ject(投げる)。今のデータを先へ投げて描いた像、が核。
prominent	著名な、目立つ	She played a prominent role in the reform movement.	彼女はその改革運動で目立つ役割を果たした。	a prominent figure|prominent role	pro-(前へ)+ min(突き出る。eminent, imminent)。前に突き出ていて目に入ること。
pronounced	はっきりした、著しい	There was a pronounced difference between the two groups.	その2つの集団の間には著しい違いがあった。	a pronounced effect|pronounced difference	pronounce(はっきり言う)の形容詞。pro-(前へ)+ nounce(告げる)。誰の目にもはっきり分かる程度であること。
propaganda	宣伝、プロパガンダ	Wartime posters are studied today as propaganda.	戦時中のポスターは今日、宣伝資料として研究されている。	political propaganda|a propaganda campaign	ラテン語 propagare(広める)。もとは布教のための組織名。今は事実を偏らせて広める情報を指す。
proposition	提案、命題	Running two shops at once is an expensive proposition.	2つの店を同時に営むのは費用のかかる話だ。	a business proposition|an attractive proposition	propose の名詞。pro-(前へ)+ pos(置く)。前に置いて示す考え。論理学では真偽を問える命題。
prosecute	起訴する、訴追する	The company was prosecuted for breaking safety rules.	その会社は安全規則違反で起訴された。	prosecute a case|be prosecuted for	pro-(前へ)+ sec(追う。sequence, pursue)。法廷まで追いかけて責任を問うこと。
prosecution	起訴、検察側	The prosecution called three witnesses on the first day.	検察側は初日に3人の証人を呼んだ。	face prosecution|the prosecution case	prosecute の名詞。起訴という行為と、法廷で訴える側の当事者の両方を指す。弁護側は defence。
prosecutor	検察官	The prosecutor argued that the evidence was overwhelming.	検察官は証拠が圧倒的だと主張した。	a public prosecutor|the chief prosecutor	prosecute + -or。国を代表して罪を追及する立場の人。
prospective	将来の、見込みの	Prospective students can join a tour of the campus.	入学を考えている学生は構内見学に参加できる。	a prospective buyer|prospective students	pro-(前を)+ spect(見る)。先を見越した、が核。まだ確定していない見込みの段階を指す。
prosperity	繁栄、成功	The port brought decades of prosperity to the town.	その港は町に数十年の繁栄をもたらした。	economic prosperity|a period of prosperity	ラテン語 prosperus(順調な)。物事が思う方へ進んで豊かになること。
protective	保護する、守ろうとする	Workers must wear protective clothing in the paint shop.	作業員は塗装場で保護服を着用しなければならない。	protective clothing|protective of	protect の形容詞。pro-(前に)+ tect(覆う)。前に立って覆う働き。人に使えば過保護気味の含みも。
protocol	議定書、手順	Staff followed the emergency protocol without hesitation.	職員は迷わず緊急時の手順に従った。	follow protocol|a safety protocol	ギリシャ語 protokollon(巻物の最初に貼る紙)。冒頭に定めた取り決めが原義。外交儀礼にも通信規約にも使う。
province	州、地方	The province has its own tax and education systems.	その州は独自の税制と教育制度を持っている。	a Canadian province|in the provinces	ラテン語 provincia(ローマの属州)。国の下位の行政区画。複数形で首都以外の地方を指すこともある。
provincial	州の、地方の、垢抜けない	She began her career at a provincial newspaper.	彼女は地方紙で経歴を始めた。	a provincial town|a provincial government	province の形容詞。地方に属することが核だが、都会と比べて狭量だという否定的な含みを持つこともある。
provision	供給、規定、備え	The contract includes a provision for early cancellation.	その契約には早期解約に関する規定が含まれている。	make provision for|the provision of	pro-(前に)+ vis(見る。vision)。先を見越して用意すること。用意した中身が条文なら「規定」。
provoke	引き起こす、怒らせる	The remark provoked an angry response from viewers.	その発言は視聴者から怒りの反応を引き起こした。	provoke a reaction|deliberately provoke	pro-(前へ)+ voc(呼ぶ。voice, evoke)。相手から反応を呼び出すこと。怒りを呼ぶ場合に使うことが多い。
psychiatric	精神医学の	He was referred to a psychiatric clinic for assessment.	彼は評価のために精神科の診療所へ紹介された。	a psychiatric hospital|psychiatric care	ギリシャ語 psyche(心)+ iatros(医者)。心を治す医療に関わること。心理学 psychology とは別分野。
pulse	脈拍、鼓動	The nurse checked his pulse before the injection.	看護師は注射の前に彼の脈拍を確認した。	take someone's pulse|a steady pulse	ラテン語 pellere(打つ。impulse, expel)。規則正しく打つ動きが核。音や光の周期的な信号にも使う。
pump	ポンプ、くみ上げる	Volunteers pumped water out of the flooded cellar.	ボランティアが浸水した地下室から水をくみ出した。	pump water|a fuel pump	中世オランダ語 pompe。押したり引いたりして液体を動かす仕掛け。資金を注ぎ込む比喩にも使う。
punch	殴る、パンチ	He punched the wall in frustration and hurt his hand.	彼はいら立って壁を殴り、手をけがした。	throw a punch|punch a hole	ラテン語 punctum(突き刺す。point, puncture)。こぶしで突くこと、また穴をあけること。
query	質問、問い合わせ	Please send any queries to the address below.	質問は下記の宛先までお送りください。	raise a query|answer a query	ラテン語 quaerere(尋ねる。question, inquire)。確認のための短い問い。データベースへの検索指示も指す。
quest	探求、追求	Their quest for cheaper energy has lasted decades.	より安い電力を求める彼らの探求は数十年続いている。	a quest for|in quest of	ラテン語 quaerere(求める)。question と同語根。目的のものを求めて長く旅すること。
quota	割当量、ノルマ	The country agreed to a strict fishing quota.	その国は厳しい漁獲割当に同意した。	a sales quota|meet a quota	ラテン語 quota pars(いくつの部分)。全体を分けたときの取り分。上限にも下限にも使う。
radar	レーダー	The storm appeared on radar hours before it arrived.	その嵐は到達の数時間前にレーダーに現れた。	on the radar|a radar screen	radio detection and ranging の頭字語。電波の反射で位置を測る仕組み。off the radar なら注目の外。
radical	急進的な、根本的な	The plan calls for radical changes to the tax system.	その計画は税制の根本的な変更を求めている。	a radical change|radical reform	ラテン語 radix(根。radish, root)。根まで手を入れること。政治では急進派を指す。
rage	激怒、猛威	He struggled to control his rage during the argument.	彼は口論の間、激しい怒りを抑えるのに苦労した。	fly into a rage|road rage	ラテン語 rabies(狂乱)。抑えの利かない激しい怒り。嵐や炎が猛威をふるう意味にも使う。
raid	襲撃、手入れ	Police carried out a raid on the warehouse at dawn.	警察は夜明けにその倉庫を家宅捜索した。	a police raid|an air raid	road と同語源の古い語で「馬で乗り込む」。不意に押し入ることが核。空襲にも捜査にも使う。
rally	集会、持ち直す	Thousands attended the rally in the city square.	何千人もが市の広場での集会に参加した。	a political rally|rally support	フランス語 rallier(再び集める)。散ったものを集め直すことが核。人を集めれば集会、勢いを取り戻せば回復。
ranking	順位、格付け	The university climbed ten places in the world ranking.	その大学は世界順位で10位上がった。	a world ranking|a ranking system	rank(位)の名詞。順番に並べた序列そのもの。形容詞では「高位の」の意味になる。
rape	強姦、性暴力	The law on rape was reformed after years of campaigning.	性暴力に関する法律は長年の運動の後に改正された。	a rape case|report a rape	ラテン語 rapere(奪う。rapid, rapture)。同意なく奪うことが核。重大な犯罪を指す法律用語。
ratio	比率、割合	The staff to student ratio is one to twelve.	職員と学生の比率は1対12だ。	a high ratio|the ratio of	ラテン語 ratio(計算、理)。reason と同語源。二つの量を比べたときの割合を表す。
rational	理性的な、合理的な	There is a rational explanation for the strange readings.	その奇妙な測定値には合理的な説明がある。	a rational decision|rational thought	ratio(理)+ -al。筋道が通っていること。感情に流されない判断を指す。
ray	光線、一筋	A ray of sunlight fell across the wooden floor.	一筋の日光が木の床を横切って差した。	a ray of light|a ray of hope	ラテン語 radius(光の筋、車輪のスポーク)。中心から放たれる細い線。a ray of hope は一筋の希望。
readily	すぐに、快く	The information is readily available on their website.	その情報は彼らのサイトですぐに入手できる。	readily available|readily accept	ready + -ly。準備ができている状態から「手間なく、いやがらずに」へ。available と結びつくことが多い。
realization	実感、実現	The realization that she had missed the deadline came too late.	締め切りを逃したという実感は遅すぎた。	the realization that|the realization of	realize の名詞。real(現実)から。頭で分かることと、計画を現実にすることの両方を指す。
realm	領域、王国	The question belongs to the realm of ethics, not law.	その問いは法律ではなく倫理の領域に属する。	the realm of|in the realm of	ラテン語 regimen(統治)。regal, royal と同語根。王の治める範囲が原義で、今は抽象的な領域を指す。
rear	後部の、後ろ	Passengers should board through the rear door.	乗客は後部の扉から乗車してください。	the rear of|a rear window	古英語 rere(後ろ)。前 front に対する後ろ側。動詞では子どもや動物を育てる意味になる。
reasoning	論法、推論	I follow the conclusion but not the reasoning behind it.	結論は分かるが、その背後にある論法が分からない。	sound reasoning|the reasoning behind	reason の名詞。ratio(理)から。結論に至るまでの筋道そのものを指す。
reassure	安心させる	The doctor reassured her that the test was routine.	医師は、その検査は通常のものだと言って彼女を安心させた。	reassure someone that|try to reassure	re-(再び)+ assure(確かにする)。ぐらついた気持ちをもう一度確かなものに戻すこと。
rebel	反乱者、反抗者	Rebels controlled the northern half of the country.	反乱軍は国の北半分を支配していた。	a rebel group|a teenage rebel	re-(逆に)+ bel(戦う。bellicose)。味方であるはずの側に戦いを挑む者。動詞は強勢が後ろに移る。
rebellion	反乱、反抗	The rebellion was crushed within a few weeks.	その反乱は数週間で鎮圧された。	crush a rebellion|an open rebellion	rebel の名詞。組織的な武装蜂起にも、権威への強い反抗にも使う。
recipient	受取人、受賞者	Each recipient of the grant reports twice a year.	助成金の各受給者は年に2回報告する。	a recipient of|an organ recipient	ラテン語 recipere(受け取る。receive)。差し出されたものを受ける側の人。
reconstruction	再建、復元	Reconstruction of the harbour took nearly ten years.	その港の再建には10年近くかかった。	post-war reconstruction|the reconstruction of	re-(再び)+ construction。壊れたものを建て直すこと。事件の状況を再現する意味にも使う。
recount	詳しく語る	He recounted the events of that night in careful detail.	彼はその夜の出来事を細かく語った。	recount a story|recount how	re-(再び)+ count(数える)。順を追って数え上げるように語ること。数え直す意味もある。
referendum	国民投票	The country held a referendum on the new constitution.	その国は新憲法について国民投票を行った。	hold a referendum|a national referendum	ラテン語 referre(持ち帰る。refer)。判断を国民に持ち帰って問うこと。
reflection	反射、熟考、表れ	Low turnout is a reflection of public frustration.	低い投票率は国民のいら立ちの表れだ。	on reflection|a reflection of	reflect の名詞。re-(戻して)+ flect(曲げる。flexible)。光も考えも、跳ね返って戻ってくること。
refuge	避難所、逃れ場	Families took refuge in the school during the flood.	洪水の間、家族は学校に避難した。	take refuge|a place of refuge	re-(戻って)+ fug(逃げる。fugitive)。逃げ込む先が核。そこに逃げた人が refugee。
refusal	拒否、拒絶	His refusal to sign delayed the whole process.	彼が署名を拒んだことが手続き全体を遅らせた。	a flat refusal|a refusal to	refuse の名詞。re-(逆に)+ fus(注ぐ。confuse)。差し出されたものを押し返すこと。
regain	取り戻す	She slowly regained her strength after the operation.	彼女は手術の後、ゆっくりと体力を取り戻した。	regain control|regain consciousness	re-(再び)+ gain(得る)。一度失ったものを再び手にすること。
regardless	それでもなお、かまわず	The weather was terrible, but they set out regardless.	天気はひどかったが、彼らはかまわず出発した。	regardless of|carry on regardless	regard(気にかける)+ -less。気にかけない、が核。regardless of の形で「〜にかかわらず」。
regime	政権、体制	The new regime promised free elections within a year.	新政権は1年以内の自由選挙を約束した。	a military regime|under the regime	ラテン語 regimen(統治)。regular や royal と同語根。特に非民主的な政権を指すことが多い。
regulator	規制当局、調整装置	The financial regulator fined three banks last year.	金融規制当局は昨年3つの銀行に罰金を科した。	a financial regulator|an industry regulator	regulate + -or。ラテン語 regula(定規)。基準に沿わせて整える側の機関や装置。
regulatory	規制の、監督の	The company faces a tough regulatory environment.	その会社は厳しい規制環境に直面している。	a regulatory body|regulatory approval	regulate の形容詞。ルールで枠をはめ、それを守らせる働きに関わること。
rehabilitation	社会復帰、リハビリ	The programme focuses on the rehabilitation of young offenders.	その計画は少年犯罪者の社会復帰に重点を置いている。	drug rehabilitation|a rehabilitation centre	re-(再び)+ habilit(できる。ability)。再びできる状態に戻すこと。体にも人生にも建物にも使う。
reign	治世、君臨する	The queen reigned for more than fifty years.	その女王は50年以上君臨した。	during the reign of|reign supreme	ラテン語 regnum(王国)。regal と同語根。統治する期間と行為。rain, rein と同音なので綴りに注意。
rejection	拒絶、不採用	After three rejections she finally found a publisher.	3度の不採用の後、彼女はついに出版社を見つけた。	a rejection letter|face rejection	reject の名詞。re-(戻して)+ ject(投げる)。差し出されたものを投げ返すこと。
relevance	関連性、意義	The article questions the relevance of the old rules.	その記事は古い規則の意義に疑問を投げかけている。	have relevance|the relevance of	relevant の名詞。re-(再び)+ lev(持ち上げる)。議論を持ち上げる助けになるかどうか。
reliability	信頼性、確実さ	The reliability of the data has been questioned.	そのデータの信頼性は疑問視されてきた。	improve reliability|the reliability of	reliable の名詞。re-(再び)+ ly(結ぶ。ally)。何度でも頼れる度合い。
reluctant	気が進まない	She was reluctant to leave the job she loved.	彼女は好きだった仕事を辞めることに気が進まなかった。	reluctant to|a reluctant hero	re-(逆に)+ luct(もがく。struggle)。心の中で逆らってもがいている状態。willing の反対。
remainder	残り、余り	The remainder of the money went into a savings account.	残りの金は貯蓄口座に入れられた。	the remainder of|for the remainder	remain(残る)+ -der。re-(後に)+ main(とどまる)。取り分けた後に残った部分。算数の「余り」にも使う。
remains	遺跡、残骸、遺体	Archaeologists uncovered the remains of a Roman bath.	考古学者はローマ時代の浴場の遺跡を発掘した。	human remains|the remains of	remain の名詞。常に複数形で、失われた全体のうち残った部分を指す。
remedy	治療法、改善策	There is no simple remedy for the housing shortage.	住宅不足に簡単な改善策はない。	a remedy for|a home remedy	ラテン語 remedium(再び medi 癒す)。病気にも問題にも使い、法律では救済手段を指す。
reminder	思い出させるもの、催促状	The photograph is a reminder of a very different time.	その写真はまったく違う時代を思い出させるものだ。	a gentle reminder|a reminder of	remind(思い出させる)+ -er。re-(再び)+ mind(心)。心に戻してくれるもの。
removal	除去、撤去、引っ越し	The removal of the old bridge took three months.	古い橋の撤去には3か月かかった。	the removal of|removal costs	remove の名詞。re-(離して)+ move(動かす)。その場から取り除くこと。英国では引っ越し業も指す。
render	〜にする、与える	The injury rendered him unable to work for months.	そのけがは彼を何か月も働けない状態にした。	render useless|render a service	ラテン語 reddere(返す)。差し出す、変えて渡すが核。render A B で「AをBの状態にする」。
renew	更新する、再開する	You can renew your library books online.	図書館の本はネットで貸出延長できる。	renew a contract|renew interest	re-(再び)+ new。期限の切れたものを新しくすること。契約にも関心にも使う。
renowned	名高い、著名な	The region is renowned for its white wines.	その地域は白ワインで名高い。	renowned for|world-renowned	re-(繰り返し)+ nown(名。name, noun)。名が繰り返し語られること。famous より格調が高い。
rental	賃貸、レンタル	Car rental is cheaper if you book in advance.	レンタカーは前もって予約すれば安くなる。	a rental car|rental income	rent(借りる)+ -al。貸し借りそのものと、その料金の両方を指す。
replacement	交代、後任、交換品	Finding a replacement for her will not be easy.	彼女の後任を見つけるのは簡単ではないだろう。	a replacement for|hip replacement	replace の名詞。re-(再び)+ place(置く)。抜けた場所に置き直すもの。
reportedly	伝えられるところでは	The two companies are reportedly in talks about a merger.	両社は合併について協議中と伝えられている。	reportedly said|reportedly plans	report + -ly。報道による情報で、書き手が真偽を保証しないという合図。allegedly と近い働き。
representation	代表、表現	The group demands better representation on the board.	その団体は理事会でのより良い代表性を求めている。	fair representation|a visual representation	represent の名詞。re-(再び)+ present(示す)。代わって示すこと。人を代表することにも、絵や図で表すことにも使う。
reproduce	再現する、複製する、繁殖する	Researchers could not reproduce the original results.	研究者たちは元の結果を再現できなかった。	reproduce results|reproduce an image	re-(再び)+ produce(生み出す)。同じものをもう一度生み出すこと。生物なら繁殖。
